article_id,condition,prompt_id,run,source,title,school_type,state,bias_score,justification,hallucinate,input_tokens,output_tokens
2020-0076718,,,,thepoliticalinsider,It's Back To Work For The GOP And The President,,,3,"Moderate bias with selective framing favoring GOP/Trump: uses charged language ('outnumbered', 'turning...into a solid shade of conservative red'), omits Democratic counterarguments, presents Trump's accomplishments as objectively 'impressive' and 'amazing', and speculates negatively about Pelosi's motives ('may not want to see the president get the credit') without evidence.",False,1619,119
2021-0117183,,,,breitbart,"Twitter Blocks over 500 Accounts at India's Request, Then Changes Course",,,1,"Nearly neutral reporting with minimal bias; factual account of Twitter's compliance decision regarding Indian government account suspensions, presenting both Twitter's and India's positions, though slightly emphasizes Twitter's free speech argument.",False,1623,75
2017-0051733,,,,thepoliticalinsider,NFL Executives Explain Why Kaepernick Is Still Unemployed,,,4,"Strong bias with charged language ('whines,' 'anti-police, anti-America protests,' 'race messiah'), selective use of anonymous quotes presented as fact without verification, inflammatory framing of Kaepernick's motivations, and one-sided narrative that dismisses his protest without meaningful counterargument.",True,1684,100
2022-0198203,,,,noqreport,"Lady Gaga and Helen Mirren Shared ""Sweet"" Moment During Commercial Break at SAG Awards Before Going Full-Illuminati",,,4,"Strong bias with overt advocacy, misleading framing, and cherry-picked 'evidence'; article selectively presents a hand gesture as 'Illuminati revelation' and 'allegiance to Satan' while dismissing the documented innocent context (commercial break embrace), uses inflammatory language ('prince of darkness'), and promotes conspiracy theories without factual basis.",False,1783,106
2018-0151963,,,,palmerreport,Donald Trumps war on the First Amendment,,,4,"Strong bias with overt advocacy, charged language ('prolific liar', 'tantrum', 'brainwashed'), selective facts, and dismissive framing of opposing views; multiple unverified or vague claims presented as fact without evidence.",False,1457,87
2019-0467490,,,,clashdaily,USOFF: Rise Of The 'Keyboard Kowboys',,,1,"Nearly neutral personal essay with minimal bias; uses informal, conversational tone and personal anecdotes rather than objective reporting, but makes no overtly misleading claims or charged language.",False,1760,70
2020-0298600,,,,globalresearch,Likud Files Knesset Bill to Annex Occupied Palestinian Territories,,,2,"The article reports on a specific political event (Knesset bill filing) with named individuals and sources, but exhibits subtle bias through selective framing that emphasizes the annexation advocates' statements while providing no counterarguments or Palestinian perspectives, and the multiple copyright symbols suggest content corruption or intentional redaction that undermines verification.",False,1522,101
2021-0234171,,,,wnd,Can U.S. patriotism prevail if 'China rocks'?,,,3,"Moderate bias with selective framing: uses loaded language ('chastises America,' 'questioned at best,' 'complacency'), presents Musk's comments without full context, employs rhetorical questions to suggest hypocrisy, and concludes with unfavorable Tesla safety examples while omitting counterarguments about his actual patriotic contributions or the nuance of his statements.",False,1703,116
2022-0240737,,,,shtfplan,"United Nations Warns Of ""Food Crisis""",,,3,"Moderate bias: The article uses loaded language ('ruling elites,' 'failing to blame'), presents a predetermined conclusion about fiat currency causing inflation without supporting evidence, selectively emphasizes certain facts while omitting context, and includes unsubstantiated claims about food scarcity 'a year ago' without sources. Multiple copyright symbols obscure content, making verification impossible.",False,1629,112
2020-0841089,,,,lifesitenews,"What Biden's running mate, Sen. Kamala Harris, doesn't want voters to know",,,4,"Strong bias shown through loaded language ('strangely reluctant,' 'blank page,' 'ill-fated campaign'), selective emphasis on Harris's Canadian upbringing as something she supposedly wants to hide, speculative questioning about her authenticity ('real life' vs. political image), and insinuation that Biden may not survive his term to cast doubt on Harris's fitness, combined with cherry-picked quotes and framing that suggests she is not authentically American.",False,1722,130
2022-0550871,,,,powerlineblog,Kevin Roche: Pandemic of the vaccinated,,,4,"Strong bias shown through selective emphasis on vaccine ineffectiveness, omission of nuanced discussion of vaccines' actual protective effects against severe disease, charged framing that dismisses vaccination benefits, and misleading characterization of vaccines as 'completely ineffective' while acknowledging they reduce severe disease.",False,1627,93
2022-0515703,,,,davidicke,TV doctor Amir Khan who I wouldn't let loose on ingrowing toe nails: 'Energy bill price rise may cause heart attacks and strokes.' (1) Heart attacks and strokes are a consequence of the fake vaccines; (2) This prat recommended them as 'safe and effective' even for the pregnant; (3) If a 'doctor' is on TV he/she will give you the official line or they would not be on TV,,,4,"Strong bias through inflammatory language ('this prat,' 'I wouldn't let loose on ingrowing toe nails'), false claims presented as fact ('Heart attacks and strokes are a consequence of the fake vaccines'), conspiracy theories about media control, and selective framing that dismisses legitimate health concerns about energy costs while promoting vaccine misinformation.",True,1438,104
2021-0423001,,,,globalresearch,The FDA Cover-up that Led to the Approval of the Pfizer Vaccine,,,4,"Strong bias with overt advocacy, inflammatory language ('charlatans,' 'crime,' 'weasel-phrase,' 'cover-up'), misleading framing of clinical trial data, and misrepresentation of how 'suspected but unconfirmed' cases are standard epidemiological categories rather than evidence of FDA malfeasance.",False,1755,108
2018-0146631,,,,naturalnews,Women are you aware of these TOXINS found in common feminine products,,,3,"Moderate bias with selective framing: uses inflammatory language ('toxins,' 'dangerous chemicals,' 'poisoned'), makes sweeping health claims without specific evidence, relies on FDA skepticism ('isn't always 100 percent safe'), and omits counterarguments from regulatory bodies or scientific consensus; heavily promotes organic alternatives as superior without balanced analysis.",False,1595,106
2019-0421222,,,,breitbart,Citizen Tip Leads to Arrest of Mexican Migrants Crossing Canadian Border into North Dakota,,,2,"The article uses charged language ('illegal aliens,' 'illegally entering') and employs repetitive, inflammatory framing, but presents what appear to be verifiable facts (border patrol station names, legal code citations, sentencing details). The selective emphasis on border security threats without context or counterargument constitutes subtle bias, though the core narrative appears factually grounded.",False,1536,110
2021-0695420,,,,breitbart,"FNC's Griffin: Blinken's Speech 'Looked Like a Hostage Video,' Biden's Paper Statement 'Strange'",,,3,"Moderate bias: selective framing of statements by Griffin comparing Blinken's speech to a 'hostage video' and emphasizing Biden's use of a paper statement as 'strange,' while presenting these characterizations without sufficient context or counterargument; the article relies heavily on critical commentary without balancing perspective.",False,1420,100
2022-0739751,,,,thedcclothesline,VIDEO FLASHBACK: Biden 'Promised' There 'Will Be No Longer a Nord Stream 2' if Russia Invades Ukraine,,,3,Moderate bias with selective framing: article presents Biden's statements accurately but frames them as suspicious 'promises' and strategically emphasizes CIA involvement and speculation about sabotage while omitting context about U.S.-European coordination on Russian sanctions and pipeline policy; charged language like 'threatened' and 'smirking' and the speculative headline suggest CIA culpability without substantiation.,False,1634,116
