sample_idx,condition,prompt_id,run,qwen_score,qwen_hallucinate,qwen_raw,prompt_eval_count
914,llama-sft-ps,climate,15,4,True,"{
  ""score"": 4,
  ""justification"": ""The article displays strong bias by presenting a logically contradictory claim that regulations apply only to states that 'opted out' while simultaneously claiming it works with those same states to prevent harm, which indicates intentional misleading framing or cherry-picked facts."",
  ""hallucinate"": true
}",1079
915,llama-sft-ps,climate,16,4,True,"{
  ""score"": 4,
  ""justification"": ""The article makes false claims that the 'Clean Power Plan' proposes specific emission reductions through 2150 and includes an incomplete sentence at the end, demonstrating misleading framing and factual misrepresentation."",
  ""hallucinate"": true
}",1089
916,llama-sft-ps,climate,17,0,False,"{
  ""score"": 0,
  ""justification"": ""The article contains no detectable bias as it presents a single factual statement regarding regulatory proceedings without editorial voice or charged language."",
  ""hallucinate"": false
}",948
917,llama-sft-ps,climate,18,0,False,"{
  ""score"": 0,
  ""justification"": ""The article presents a neutral factual statement about proposed regulations without using charged language or omitting opposing perspectives."",
  ""hallucinate"": false
}",944
918,llama-sft-ps,climate,19,1,False,"{
  ""score"": 1,
  ""justification"": ""While the article presents factual claims about a specific policy with minimal editorial voice, it exhibits slight bias through excessive repetition and circular phrasing that emphasizes one perspective without providing context or opposing views."",
  ""hallucinate"": false
}",1081
919,llama-sft-ps,climate,20,1,False,"{
  ""score"": 1,
  ""justification"": ""The article frames policy details as 'proposed' and uses repetitive phrasing without overtly charged language or explicit advocacy, maintaining a nearly neutral tone despite the redundancy."",
  ""hallucinate"": false
}",1082
920,llama-sft-ps,criminal_justice,1,0,False,"{
  ""score"": 0,
  ""justification"": ""The article consists solely of neutral summaries regarding a report on mandatory minimum sentences and sentencing processes without any editorial voice or charged language."",
  ""hallucinate"": false
}",977
921,llama-sft-ps,criminal_justice,2,3,False,"{
  ""score"": 3,
  ""justification"": ""The article uses editorial framing by labeling mandatory minimums as a 'problem' without presenting opposing viewpoints or statistical context to support this assertion."",
  ""hallucinate"": false
}",978
922,llama-sft-ps,criminal_justice,3,4,True,"{
  ""score"": 4,
  ""justification"": ""The article fails to verify the existence of a specific report or its release year for 'run 3', presenting an unverifiable claim as established fact without context."",
  ""hallucinate"": true
}",954
923,llama-sft-ps,criminal_justice,4,4,False,"{
  ""score"": 4,
  ""justification"": ""The article relies heavily on repetitive and nonsensical phrasing ('That's a... That's a...') while presenting specific statistics from an unnamed commission without context or opposing views, creating misleading framing through artificial emphasis."",
  ""hallucinate"": false
}",1083
924,llama-sft-ps,criminal_justice,5,3,False,"{
  ""score"": 3,
  ""justification"": ""The article presents a specific statistical claim without providing context, sourcing verification within the text itself (the link is not functional in this context), or acknowledging any opposing perspectives on mandatory minimums."",
  ""hallucinate"": false
}",965
925,llama-sft-ps,criminal_justice,6,0,False,"{
  ""score"": 0,
  ""justification"": ""The article consists solely of statistical claims and a reference to an original report without any editorial voice or loaded language."",
  ""hallucinate"": false
}",973
926,llama-sft-ps,criminal_justice,7,5,True,"{
  ""score"": 5,
  ""justification"": ""The article fabricates the existence of a 'commission' with a specific 17-year mandate and falsely claims crime rates spiked to record highs in Illinois last year under State's Attorney David Radinovich."",
  ""hallucinate"": true
}",1074
927,llama-sft-ps,criminal_justice,8,0,False,"{
  ""score"": 0,
  ""justification"": ""The article consists solely of two statistical claims regarding inmate counts without any editorial framing, emotional language, or selective omission."",
  ""hallucinate"": false
}",970
928,llama-sft-ps,criminal_justice,9,0,False,"{
  ""score"": 0,
  ""justification"": ""The article is a purely factual summary of data trends without editorial voice or loaded language."",
  ""hallucinate"": false
}",948
929,llama-sft-ps,criminal_justice,10,4,True,"{
  ""score"": 4,
  ""justification"": ""The article relies entirely on fabricated and unverifiable specific references regarding a non-existent state law mandate, fake statistics about mandatory minimum sentences, and broken hyperlinks to reports that do not exist."",
  ""hallucinate"": true
}",987
930,llama-sft-ps,criminal_justice,11,1,False,"{
  ""score"": 1,
  ""justification"": ""The article reports statistics neutrally but uses a slightly subjective framing with 'currently' despite the report covering a past period, creating minor ambiguity."",
  ""hallucinate"": false
}",983
931,llama-sft-ps,criminal_justice,12,1,False,"{
  ""score"": 1,
  ""justification"": ""The article primarily relies on direct quotes and reported statistics from a named official with minimal editorial framing or loaded language."",
  ""hallucinate"": false
}",1003
932,llama-sft-ps,criminal_justice,13,0,False,"{
  ""score"": 0,
  ""justification"": ""The article text repeats the same factual statements regarding a state sentencing commission's report without using any charged language or expressing an editorial stance."",
  ""hallucinate"": false
}",1074
933,llama-sft-ps,criminal_justice,14,3,True,"{
  ""score"": 3,
  ""justification"": ""The article relies entirely on a single statistical claim with no context or counterarguments, while referencing an unverifiable specific event labeled 'run 14' which appears to be fabricated."",
  ""hallucinate"": true
}",958
934,llama-sft-ps,criminal_justice,15,3,True,"{
  ""score"": 3,
  ""justification"": ""The article exhibits moderate bias through selective framing of a specific 'commission' finding violations without providing context on opposing views or broader sentencing trends."",
  ""hallucinate"": true
}",1080
935,llama-sft-ps,criminal_justice,16,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias by presenting a single statistical claim about 'mandatory minimum sentences' without context, opposing viewpoints, or verification of the cited sources, which appear to be generic placeholders rather than specific reports."",
  ""hallucinate"": false
}",962
936,llama-sft-ps,criminal_justice,17,4,True,"{
  ""score"": 4,
  ""justification"": ""The article lacks objectivity by presenting specific statistics without context or sources and includes an unverifiable reference to 'run 17' which appears fabricated."",
  ""hallucinate"": false
}",961
937,llama-sft-ps,criminal_justice,18,0,False,"{
  ""score"": 0,
  ""justification"": ""The article states a single statistical fact without any editorial voice, charged language, or omitted perspectives."",
  ""hallucinate"": false
}",956
938,llama-sft-ps,criminal_justice,19,0,False,"{
  ""score"": 0,
  ""justification"": ""The article reports specific statistical claims about sentencing reductions without using loaded language or editorial framing to favor a particular perspective."",
  ""hallucinate"": false
}",1079
939,llama-sft-ps,criminal_justice,20,2,False,"{
  ""score"": 2,
  ""justification"": ""The article displays subtle bias by presenting only positive conclusions about a vague 'commission' while omitting any counterarguments or specific details, relying on repetitive generalizations rather than balanced reporting."",
  ""hallucinate"": false
}",1074
940,llama-sft-ps,education,1,0,False,"{
  ""score"": 0,
  ""justification"": ""The article neutrally reports on a school board meeting without editorializing or taking a stance on the proposed changes."",
  ""hallucinate"": false
}",1071
941,llama-sft-ps,education,2,2,False,"{
  ""score"": 2,
  ""justification"": ""The article relies almost entirely on repetitive text fragments and omits any specific details about the proposed curriculum or opposing viewpoints, creating a narrow focus that suggests subtle bias through omission."",
  ""hallucinate"": false
}",1075
942,llama-sft-ps,education,3,0,False,"{
  ""score"": 0,
  ""justification"": ""The article presents basic facts about a school board meeting regarding curriculum and mask policy without editorializing or favoring any specific perspective."",
  ""hallucinate"": false
}",1071
943,llama-sft-ps,education,4,0,False,"{
  ""score"": 0,
  ""justification"": ""The article presents factual information about a school board meeting and proposed changes using neutral language without editorializing or favoring any specific perspective."",
  ""hallucinate"": false
}",1075
