Title,Page ID,URL,State,School Type,Direct Parent Category
"Niskayuna High School",6648624,"https://en.wikipedia.org/wiki/Niskayuna_High_School","New York","public","Public high schools in New York (state)"
"Norman Thomas High School",35779137,"https://en.wikipedia.org/wiki/Norman_Thomas_High_School","New York","public","Public high schools in Manhattan"
"North Rockland High School",9861378,"https://en.wikipedia.org/wiki/North_Rockland_High_School","New York","public","Public high schools in New York (state)"
"North Shore High School (New York)",4560737,"https://en.wikipedia.org/wiki/North_Shore_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"North Tonawanda High School",7304250,"https://en.wikipedia.org/wiki/North_Tonawanda_High_School","New York","public","Public high schools in New York (state)"
"North Warren Central School",11241826,"https://en.wikipedia.org/wiki/North_Warren_Central_School","New York","public","Public high schools in New York (state)"
"Northeast College Preparatory School",38990085,"https://en.wikipedia.org/wiki/Northeast_College_Preparatory_School","New York","public","Public high schools in New York (state)"
"Northport High School",3307172,"https://en.wikipedia.org/wiki/Northport_High_School","New York","public","Public high schools in New York (state)"
"Northville High School (New York)",38920215,"https://en.wikipedia.org/wiki/Northville_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Northwest College Preparatory School",15205923,"https://en.wikipedia.org/wiki/Northwest_College_Preparatory_School","New York","public","Public high schools in New York (state)"
"Northwood School (Lake Placid, New York)",7020739,"https://en.wikipedia.org/wiki/Northwood_School_(Lake_Placid,_New_York)","New York","private","Private high schools in New York (state)"
"Norwich High School",12945208,"https://en.wikipedia.org/wiki/Norwich_High_School","New York","public","Public high schools in New York (state)"
"Notre Dame High School (Batavia, New York)",12533631,"https://en.wikipedia.org/wiki/Notre_Dame_High_School_(Batavia,_New_York)","New York","private","Catholic secondary schools in New York (state)"
"Notre Dame High School (Elmira, New York)",3536771,"https://en.wikipedia.org/wiki/Notre_Dame_High_School_(Elmira,_New_York)","New York","private","Catholic secondary schools in New York (state)"
"Notre Dame Junior Senior High School (Utica, New York)",2924777,"https://en.wikipedia.org/wiki/Notre_Dame_Junior_Senior_High_School_(Utica,_New_York)","New York","private","Catholic secondary schools in New York (state)"
"Notre Dame School (Manhattan)",12682586,"https://en.wikipedia.org/wiki/Notre_Dame_School_(Manhattan)","New York","private","Catholic secondary schools in Manhattan"
"Notre Dame-Bishop Gibbons High School",12532641,"https://en.wikipedia.org/wiki/Notre_Dame-Bishop_Gibbons_High_School","New York","private","Catholic secondary schools in New York (state)"
"Nottingham High School (New York)",6782229,"https://en.wikipedia.org/wiki/Nottingham_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Nyack High School",17254504,"https://en.wikipedia.org/wiki/Nyack_High_School","New York","public","Public high schools in New York (state)"
"Oakwood Friends School",18686149,"https://en.wikipedia.org/wiki/Oakwood_Friends_School","New York","private","Preparatory schools in New York (state)"
"Oceanside High School (New York)",38350516,"https://en.wikipedia.org/wiki/Oceanside_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Olean High School",20600228,"https://en.wikipedia.org/wiki/Olean_High_School","New York","public","Public high schools in New York (state)"
"Oneonta High School",73079631,"https://en.wikipedia.org/wiki/Oneonta_High_School","New York","public","High schools in New York (state)"
"Onteora High School",31489331,"https://en.wikipedia.org/wiki/Onteora_High_School","New York","public","Public high schools in New York (state)"
"Opportunity Charter School",36229596,"https://en.wikipedia.org/wiki/Opportunity_Charter_School","New York","public","Public high schools in Manhattan"
"Orchard Park High School",20885605,"https://en.wikipedia.org/wiki/Orchard_Park_High_School","New York","public","Public high schools in New York (state)"
"Ossining High School",25342685,"https://en.wikipedia.org/wiki/Ossining_High_School","New York","public","Public high schools in Westchester County, New York"
"Oswego High School (New York)",22197750,"https://en.wikipedia.org/wiki/Oswego_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Our Lady of Lourdes High School",1937394,"https://en.wikipedia.org/wiki/Our_Lady_of_Lourdes_High_School","New York","private","Catholic secondary schools in New York (state)"
"Our Lady of Mercy School for Young Women",5169848,"https://en.wikipedia.org/wiki/Our_Lady_of_Mercy_School_for_Young_Women","New York","public","High schools in Monroe County, New York"
"Our Saviour Lutheran School",62855547,"https://en.wikipedia.org/wiki/Our_Saviour_Lutheran_School","New York","private","Private high schools in the Bronx"
"Oyster Bay High School",7531148,"https://en.wikipedia.org/wiki/Oyster_Bay_High_School","New York","public","Public high schools in New York (state)"
"Pace University High School",4715591,"https://en.wikipedia.org/wiki/Pace_University_High_School","New York","public","Public high schools in Manhattan"
"Palmyra-Macedon High School",17453974,"https://en.wikipedia.org/wiki/Palmyra-Macedon_High_School","New York","public","Public high schools in New York (state)"
"Patchogue High School",73898195,"https://en.wikipedia.org/wiki/Patchogue_High_School","New York","public","Schools in Suffolk County, New York"
"Patchogue-Medford High School",24543058,"https://en.wikipedia.org/wiki/Patchogue-Medford_High_School","New York","public","Public high schools in New York (state)"
"Pathways in Technology Early College High School",30781374,"https://en.wikipedia.org/wiki/Pathways_in_Technology_Early_College_High_School","New York","public","Public high schools in Brooklyn"
"Paul D. Schreiber Senior High School",3379977,"https://en.wikipedia.org/wiki/Paul_D._Schreiber_Senior_High_School","New York","public","Public high schools in New York (state)"
"Paul Robeson High School for Business and Technology",24776127,"https://en.wikipedia.org/wiki/Paul_Robeson_High_School_for_Business_and_Technology","New York","public","Public high schools in Brooklyn"
"Pearl River High School (New York)",9995725,"https://en.wikipedia.org/wiki/Pearl_River_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Peekskill High School",4350885,"https://en.wikipedia.org/wiki/Peekskill_High_School","New York","public","Public high schools in Westchester County, New York"
"Pelham Memorial High School",27881653,"https://en.wikipedia.org/wiki/Pelham_Memorial_High_School","New York","public","Public high schools in Westchester County, New York"
"Penfield High School",10356203,"https://en.wikipedia.org/wiki/Penfield_High_School","New York","public","Public high schools in New York (state)"
"Peru High School (New York)",38558184,"https://en.wikipedia.org/wiki/Peru_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Pierson Middle-High School",24877278,"https://en.wikipedia.org/wiki/Pierson_Middle-High_School","New York","public","Public high schools in New York (state)"
"Pine Bush High School",9867746,"https://en.wikipedia.org/wiki/Pine_Bush_High_School","New York","public","Public high schools in New York (state)"
"Pine Street School New York",58096657,"https://en.wikipedia.org/wiki/Pine_Street_School_New_York","New York","private","Preparatory schools in New York City"
"Pittsford Mendon High School",8533501,"https://en.wikipedia.org/wiki/Pittsford_Mendon_High_School","New York","public","Public high schools in New York (state)"
"Pittsford Sutherland High School",2275700,"https://en.wikipedia.org/wiki/Pittsford_Sutherland_High_School","New York","public","Public high schools in New York (state)"
"Plainedge High School",35574908,"https://en.wikipedia.org/wiki/Plainedge_High_School","New York","public","Public high schools in New York (state)"
"Plainview – Old Bethpage John F. Kennedy High School",5589070,"https://en.wikipedia.org/wiki/Plainview_%E2%80%93_Old_Bethpage_John_F._Kennedy_High_School","New York","public","Public high schools in New York (state)"
"Pleasantville High School (New York)",30705837,"https://en.wikipedia.org/wiki/Pleasantville_High_School_(New_York)","New York","public","Public high schools in Westchester County, New York"
"Poland Central School",25538463,"https://en.wikipedia.org/wiki/Poland_Central_School","New York","public","Public high schools in New York (state)"
"Port Chester High School",45086939,"https://en.wikipedia.org/wiki/Port_Chester_High_School","New York","public","Public high schools in Westchester County, New York"
"Port Jervis High School",67290485,"https://en.wikipedia.org/wiki/Port_Jervis_High_School","New York","public","Public high schools in New York (state)"
"Port Richmond High School",24967528,"https://en.wikipedia.org/wiki/Port_Richmond_High_School","New York","public","Public high schools in Staten Island"
"Portledge School",5315816,"https://en.wikipedia.org/wiki/Portledge_School","New York","private","Preparatory schools in New York (state)"
"Potsdam High School",72047124,"https://en.wikipedia.org/wiki/Potsdam_High_School","New York","public","Public high schools in New York (state)"
"Poughkeepsie Day School",18964782,"https://en.wikipedia.org/wiki/Poughkeepsie_Day_School","New York","private","Private high schools in Dutchess County, New York"
"Poughkeepsie High School",27455116,"https://en.wikipedia.org/wiki/Poughkeepsie_High_School","New York","public","Public high schools in Dutchess County, New York"
"Prattsburgh Central School",18738876,"https://en.wikipedia.org/wiki/Prattsburgh_Central_School","New York","public","Public high schools in New York (state)"
"Preston High School (New York City)",3658722,"https://en.wikipedia.org/wiki/Preston_High_School_(New_York_City)","New York","private","Catholic high schools in the Bronx"
"Private Schools Athletic Association",18493374,"https://en.wikipedia.org/wiki/Private_Schools_Athletic_Association","New York","public","High school sports associations in New York (state)"
"Professional Children's School",1691417,"https://en.wikipedia.org/wiki/Professional_Children%27s_School","New York","private","Preparatory schools in New York City"
